transcript	stratum	expression
TRINITY_DN5919_c0_g1	ANG	-
TRINITY_DN5919_c0_g2	ANG	-
TRINITY_DN591_c0_g1	species-specific	-
TRINITY_DN59201_c0_g1	EUD	-
TRINITY_DN5920_c0_g1	ANG	-
TRINITY_DN59223_c0_g1	ANG	-
TRINITY_DN59223_c1_g1	ANG	-
TRINITY_DN59223_c1_g2	ANG	-
TRINITY_DN59223_c1_g3	ANG	-
TRINITY_DN59223_c1_g4	ANG	-
TRINITY_DN5922_c0_g2	SPE	-
TRINITY_DN5923_c0_g1	ANG	-
TRINITY_DN5923_c0_g2	ANG	-
TRINITY_DN59240_c0_g1	species-specific	-
TRINITY_DN5924_c0_g1	SPE	-
TRINITY_DN5925_c0_g1	ANG	-
TRINITY_DN59266_c0_g2	species-specific	-
TRINITY_DN59268_c0_g1	species-specific	-
TRINITY_DN59276_c0_g1	species-specific	-
TRINITY_DN59278_c0_g1	species-specific	-
TRINITY_DN59279_c0_g1	species-specific	-
TRINITY_DN5927_c0_g1	ANG	-
TRINITY_DN5928_c0_g1	SPE	-
TRINITY_DN59299_c0_g1	ROS	-
TRINITY_DN5929_c0_g2	ANG	-
TRINITY_DN592_c1_g1	ANG	-
TRINITY_DN59309_c0_g1	ANG	-
TRINITY_DN59313_c0_g1	ANG	-
TRINITY_DN5931_c0_g1	ANG	-
TRINITY_DN59326_c0_g1	ROS	-
TRINITY_DN59326_c1_g1	PAP	-
TRINITY_DN5932_c0_g1	SPE	-
TRINITY_DN59336_c0_g1	species-specific	-
TRINITY_DN59339_c0_g1	species-specific	-
TRINITY_DN5933_c0_g1	ANG	-
TRINITY_DN59341_c0_g3	species-specific	-
TRINITY_DN5934_c0_g1	SPE	-
TRINITY_DN59356_c0_g1	PAP	-
TRINITY_DN59358_c0_g1	SPE	-
TRINITY_DN59358_c0_g2	SPE	-
TRINITY_DN5935_c0_g1	ANG	-
TRINITY_DN59368_c0_g1	ANG	-
TRINITY_DN5936_c0_g1	PAP	-
TRINITY_DN5937_c0_g1	SPE	-
TRINITY_DN59380_c0_g1	species-specific	-
TRINITY_DN59398_c0_g1	PAP	-
TRINITY_DN5939_c0_g1	ANG	DN
TRINITY_DN593_c0_g1	ANG	-
TRINITY_DN59403_c0_g1	species-specific	-
TRINITY_DN5940_c0_g1	EUD	-
TRINITY_DN59410_c0_g1	ANG	-
TRINITY_DN5941_c0_g1	SPE	-
TRINITY_DN59426_c0_g1	species-specific	-
TRINITY_DN59429_c0_g1	ANG	-
TRINITY_DN5942_c0_g1	ANG	-
TRINITY_DN5942_c0_g2	ANG	-
TRINITY_DN59433_c0_g1	ANG	-
TRINITY_DN5943_c0_g1	ANG	-
TRINITY_DN5944_c0_g1	ANG	-
TRINITY_DN59451_c0_g1	ANG	-
TRINITY_DN5945_c0_g1	SPE	-
TRINITY_DN5946_c0_g1	PAP	-
TRINITY_DN5946_c1_g1	ANG	-
TRINITY_DN5946_c2_g1	SPE	-
TRINITY_DN5947_c0_g1	ANG	-
TRINITY_DN59481_c0_g1	PAP	-
TRINITY_DN59488_c0_g1	species-specific	-
TRINITY_DN59498_c0_g1	ANG	-
TRINITY_DN594_c0_g1	ROS	-
TRINITY_DN59505_c0_g1	ANG	-
TRINITY_DN5951_c0_g1	SPE	-
TRINITY_DN59524_c0_g1	SPE	-
TRINITY_DN59525_c0_g1	species-specific	-
TRINITY_DN5952_c0_g1	SPE	-
TRINITY_DN5952_c1_g1	SPE	-
TRINITY_DN5952_c1_g2	SPE	-
TRINITY_DN59534_c0_g1	species-specific	-
TRINITY_DN59536_c0_g1	ANG	-
TRINITY_DN5953_c0_g1	PAP	-
TRINITY_DN59542_c0_g2	SPE	-
TRINITY_DN59549_c0_g1	ANG	-
TRINITY_DN5954_c0_g1	ANG	-
TRINITY_DN59550_c0_g1	species-specific	-
TRINITY_DN5956_c0_g1	ANG	-
TRINITY_DN59571_c0_g1	PAP	-
TRINITY_DN59585_c0_g1	species-specific	-
TRINITY_DN59585_c0_g2	species-specific	-
TRINITY_DN5958_c0_g1	ANG	-
TRINITY_DN59592_c0_g1	species-specific	-
TRINITY_DN59598_c0_g1	ANG	-
TRINITY_DN59599_c0_g1	species-specific	-
TRINITY_DN5959_c0_g1	ANG	-
TRINITY_DN595_c0_g1	ANG	-
TRINITY_DN595_c0_g2	ANG	-
TRINITY_DN59614_c0_g1	species-specific	-
TRINITY_DN59617_c0_g1	species-specific	-
TRINITY_DN5961_c0_g1	PAP	-
TRINITY_DN59622_c0_g2	species-specific	-
TRINITY_DN5962_c0_g1	ANG	-
TRINITY_DN59630_c0_g1	ANG	-
TRINITY_DN5964_c0_g1	ANG	UP
TRINITY_DN59664_c0_g1	ANG	-
TRINITY_DN5966_c0_g1	PAP	DN
TRINITY_DN59674_c0_g1	species-specific	-
TRINITY_DN5967_c0_g1	species-specific	-
TRINITY_DN59689_c0_g1	species-specific	-
TRINITY_DN5968_c0_g1	ANG	-
TRINITY_DN5969_c0_g1	ANG	-
TRINITY_DN596_c0_g1	ANG	-
TRINITY_DN596_c0_g2	ANG	-
TRINITY_DN59706_c0_g1	species-specific	-
TRINITY_DN59708_c0_g1	ANG	-
TRINITY_DN59714_c0_g1	ANG	-
TRINITY_DN5971_c1_g1	ANG	-
TRINITY_DN59723_c0_g1	ANG	-
TRINITY_DN59725_c0_g1	SPE	-
TRINITY_DN59729_c0_g1	ANG	-
TRINITY_DN5972_c0_g1	ANG	-
TRINITY_DN5972_c0_g2	ANG	-
TRINITY_DN59732_c0_g1	ANG	-
TRINITY_DN59739_c0_g1	PAP	-
TRINITY_DN5973_c0_g1	PAP	-
TRINITY_DN59740_c0_g1	species-specific	-
TRINITY_DN5974_c0_g1	species-specific	-
TRINITY_DN59753_c0_g1	EUD	-
TRINITY_DN59760_c0_g1	species-specific	-
TRINITY_DN59760_c0_g2	species-specific	-
TRINITY_DN59764_c0_g1	species-specific	-
TRINITY_DN59767_c0_g1	ANG	-
TRINITY_DN59769_c0_g2	species-specific	-
TRINITY_DN5976_c0_g1	ANG	-
TRINITY_DN59772_c0_g1	PAP	-
TRINITY_DN59773_c0_g1	ANG	-
TRINITY_DN59776_c0_g1	species-specific	-
TRINITY_DN59779_c0_g1	species-specific	-
TRINITY_DN5977_c0_g1	SPE	-
TRINITY_DN59780_c0_g1	species-specific	-
TRINITY_DN59781_c0_g1	species-specific	-
TRINITY_DN59786_c0_g1	species-specific	-
TRINITY_DN597_c0_g1	ANG	-
TRINITY_DN597_c0_g2	SPE	-
TRINITY_DN59807_c0_g1	ANG	-
TRINITY_DN5980_c0_g1	ANG	-
TRINITY_DN59811_c0_g1	species-specific	-
TRINITY_DN59814_c0_g1	species-specific	-
TRINITY_DN59819_c0_g1	ANG	-
TRINITY_DN5981_c0_g1	ANG	-
TRINITY_DN59821_c0_g1	species-specific	-
TRINITY_DN59823_c0_g1	SPE	-
TRINITY_DN59824_c0_g1	species-specific	-
TRINITY_DN59825_c0_g1	species-specific	-
TRINITY_DN59826_c0_g1	species-specific	-
TRINITY_DN5982_c0_g1	ANG	-
TRINITY_DN59831_c0_g1	ANG	-
TRINITY_DN59835_c0_g1	species-specific	-
TRINITY_DN59837_c0_g1	ANG	-
TRINITY_DN59840_c0_g1	EUD	-
TRINITY_DN5984_c0_g1	SPE	-
TRINITY_DN59850_c0_g1	species-specific	-
TRINITY_DN59852_c0_g1	SPE	-
TRINITY_DN59860_c0_g1	species-specific	-
TRINITY_DN59863_c0_g1	species-specific	-
TRINITY_DN59864_c0_g1	species-specific	-
TRINITY_DN5986_c0_g1	ANG	-
TRINITY_DN59875_c0_g1	ANG	-
TRINITY_DN59876_c0_g1	SPE	-
TRINITY_DN59876_c0_g2	ANG	-
TRINITY_DN5987_c0_g1	ANG	-
TRINITY_DN59884_c0_g1	ANG	-
TRINITY_DN5988_c0_g1	PAP	-
TRINITY_DN59896_c0_g1	PAP	-
TRINITY_DN5989_c0_g1	ANG	-
TRINITY_DN598_c0_g1	ANG	-
TRINITY_DN59903_c0_g1	ROS	-
TRINITY_DN59908_c0_g1	ANG	-
TRINITY_DN59916_c0_g1	species-specific	-
TRINITY_DN59919_c0_g1	ROS	-
TRINITY_DN5991_c0_g1	ANG	-
TRINITY_DN59921_c0_g2	ANG	-
TRINITY_DN5992_c0_g1	ANG	-
TRINITY_DN5992_c0_g2	ANG	-
TRINITY_DN59930_c0_g2	ANG	-
TRINITY_DN59931_c0_g1	species-specific	-
TRINITY_DN5993_c2_g1	ANG	-
TRINITY_DN5994_c0_g1	ANG	-
TRINITY_DN59953_c0_g1	ANG	-
TRINITY_DN5996_c0_g1	species-specific	-
TRINITY_DN59972_c0_g1	ANG	-
TRINITY_DN59974_c0_g1	species-specific	-
TRINITY_DN5998_c0_g1	ROS	-
TRINITY_DN5998_c0_g2	ANG	-
TRINITY_DN5998_c0_g3	ROS	-
TRINITY_DN59990_c0_g1	ANG	-
TRINITY_DN59993_c0_g1	species-specific	-
TRINITY_DN599_c0_g1	PAP	-
TRINITY_DN59_c0_g1	SPE	-
TRINITY_DN60001_c0_g1	species-specific	-
TRINITY_DN60003_c0_g1	species-specific	-
TRINITY_DN6000_c0_g1	ANG	-
TRINITY_DN6000_c0_g2	ANG	-
TRINITY_DN6000_c1_g1	ANG	-
TRINITY_DN6000_c1_g2	ANG	-
TRINITY_DN6000_c2_g1	PAP	-
TRINITY_DN60013_c0_g1	species-specific	-
TRINITY_DN60019_c0_g1	species-specific	-
TRINITY_DN6001_c0_g1	ANG	-
TRINITY_DN6002_c0_g1	ROS	-
TRINITY_DN60037_c0_g1	species-specific	-
TRINITY_DN6003_c0_g1	ANG	-
TRINITY_DN60041_c0_g1	species-specific	-
TRINITY_DN60048_c0_g1	ANG	-
TRINITY_DN6004_c0_g1	ANG	-
TRINITY_DN6005_c0_g1	ANG	-
TRINITY_DN6005_c1_g2	species-specific	-
TRINITY_DN6005_c5_g1	species-specific	-
TRINITY_DN60060_c0_g1	SPE	-
TRINITY_DN6006_c0_g1	ANG	-
TRINITY_DN6006_c0_g3	species-specific	-
TRINITY_DN6007_c0_g1	ANG	-
TRINITY_DN6007_c0_g2	ANG	-
TRINITY_DN6007_c3_g1	SPE	-
TRINITY_DN6008_c0_g1	ANG	-
TRINITY_DN60090_c0_g1	SPE	-
TRINITY_DN60092_c0_g1	SPE	-
TRINITY_DN6009_c0_g1	ANG	-
TRINITY_DN600_c0_g1	SPE	-
TRINITY_DN60100_c0_g1	species-specific	-
TRINITY_DN60101_c0_g1	ANG	-
TRINITY_DN60108_c0_g1	species-specific	-
TRINITY_DN6011_c0_g1	ANG	-
TRINITY_DN6011_c0_g2	ANG	-
TRINITY_DN60122_c0_g1	ANG	-
TRINITY_DN60126_c0_g1	ANG	-
TRINITY_DN6012_c0_g1	EUD	-
TRINITY_DN60131_c0_g1	ANG	-
TRINITY_DN60142_c0_g2	species-specific	-
TRINITY_DN6014_c0_g1	ANG	-
TRINITY_DN60157_c0_g1	species-specific	-
TRINITY_DN60164_c0_g1	species-specific	-
TRINITY_DN60167_c0_g3	species-specific	-
TRINITY_DN6016_c0_g1	SPE	-
TRINITY_DN60175_c0_g2	species-specific	-
TRINITY_DN6017_c0_g1	ANG	-
TRINITY_DN6017_c0_g3	ANG	-
TRINITY_DN60180_c0_g1	species-specific	-
TRINITY_DN60186_c0_g1	ANG	-
TRINITY_DN60193_c0_g1	ANG	-
TRINITY_DN6019_c2_g1	species-specific	-
TRINITY_DN6019_c2_g2	ANG	-
TRINITY_DN601_c0_g1	SPE	-
TRINITY_DN601_c0_g2	SPE	-
TRINITY_DN601_c3_g1	SPE	-
TRINITY_DN60203_c0_g1	ANG	-
TRINITY_DN6020_c0_g1	PAP	-
TRINITY_DN60213_c0_g1	species-specific	-
TRINITY_DN60219_c0_g1	ANG	-
TRINITY_DN60221_c0_g1	ANG	-
TRINITY_DN60223_c0_g1	species-specific	-
TRINITY_DN6022_c0_g1	SPE	-
TRINITY_DN60234_c0_g1	ANG	-
TRINITY_DN6023_c0_g1	ANG	-
TRINITY_DN60245_c0_g1	SPE	-
TRINITY_DN60254_c0_g1	species-specific	-
TRINITY_DN6025_c0_g1	ANG	-
TRINITY_DN60260_c0_g1	species-specific	-
TRINITY_DN60268_c0_g1	species-specific	-
TRINITY_DN6026_c0_g1	ANG	-
TRINITY_DN6027_c0_g3	species-specific	-
TRINITY_DN6027_c1_g2	species-specific	-
TRINITY_DN6027_c2_g1	species-specific	-
TRINITY_DN60280_c0_g1	ANG	-
TRINITY_DN6028_c0_g1	SPE	-
TRINITY_DN6029_c0_g1	ANG	-
TRINITY_DN60306_c0_g1	species-specific	-
TRINITY_DN6030_c0_g2	species-specific	-
TRINITY_DN60315_c0_g1	PAP	-
TRINITY_DN6032_c0_g1	ANG	-
TRINITY_DN60334_c0_g1	species-specific	-
TRINITY_DN6033_c1_g1	PAP	-
TRINITY_DN6033_c6_g1	species-specific	-
TRINITY_DN60346_c0_g1	SPE	-
TRINITY_DN60346_c0_g2	SPE	-
TRINITY_DN60348_c0_g1	ANG	-
TRINITY_DN60349_c0_g1	EUD	-
TRINITY_DN6034_c0_g1	ANG	-
TRINITY_DN6035_c0_g1	ANG	-
TRINITY_DN60366_c0_g1	ANG	-
TRINITY_DN60373_c0_g1	species-specific	-
TRINITY_DN6037_c0_g1	ANG	-
TRINITY_DN6037_c0_g2	ANG	-
TRINITY_DN6037_c1_g1	species-specific	-
TRINITY_DN60383_c0_g1	species-specific	-
TRINITY_DN60384_c0_g1	species-specific	-
TRINITY_DN60385_c0_g1	ANG	-
TRINITY_DN6038_c0_g1	PAP	-
TRINITY_DN60398_c0_g1	ANG	-
TRINITY_DN60398_c1_g1	ANG	-
TRINITY_DN60398_c1_g3	ANG	-
TRINITY_DN6039_c0_g1	EUD	-
TRINITY_DN6039_c0_g2	ANG	-
TRINITY_DN603_c1_g1	SPE	-
TRINITY_DN603_c1_g2	SPE	-
TRINITY_DN60401_c0_g1	species-specific	-
TRINITY_DN6040_c0_g1	ANG	-
TRINITY_DN60410_c0_g1	species-specific	-
TRINITY_DN60416_c0_g1	ROS	-
TRINITY_DN60424_c0_g1	species-specific	-
TRINITY_DN6042_c0_g1	SPE	-
TRINITY_DN60439_c0_g1	ANG	-
TRINITY_DN60444_c0_g1	SPE	-
TRINITY_DN60446_c0_g1	ANG	-
TRINITY_DN6044_c0_g1	SPE	-
TRINITY_DN6044_c1_g1	species-specific	-
TRINITY_DN60457_c1_g2	species-specific	-
TRINITY_DN60459_c0_g1	PAP	-
TRINITY_DN60459_c0_g2	ANG	-
TRINITY_DN6045_c0_g1	ANG	-
TRINITY_DN6047_c0_g1	ANG	-
TRINITY_DN6047_c0_g2	ANG	-
TRINITY_DN60485_c0_g1	species-specific	-
TRINITY_DN6048_c0_g1	ANG	-
TRINITY_DN6049_c0_g1	ANG	-
TRINITY_DN604_c0_g1	SPE	-
TRINITY_DN6051_c0_g1	ANG	-
TRINITY_DN60520_c0_g1	species-specific	-
TRINITY_DN6052_c0_g1	PAP	-
TRINITY_DN60531_c0_g1	species-specific	-
TRINITY_DN60532_c0_g1	species-specific	-
TRINITY_DN60539_c0_g1	PAP	-
TRINITY_DN6053_c0_g1	ANG	-
TRINITY_DN60542_c0_g1	ANG	-
TRINITY_DN60542_c3_g1	species-specific	-
TRINITY_DN60546_c0_g1	PAP	-
TRINITY_DN60568_c0_g1	PAP	-
TRINITY_DN6056_c0_g1	ANG	-
TRINITY_DN6056_c1_g1	ANG	-
TRINITY_DN6057_c0_g1	ANG	-
TRINITY_DN6057_c0_g3	ANG	-
TRINITY_DN6057_c1_g1	ANG	-
TRINITY_DN6058_c0_g1	ANG	-
TRINITY_DN60594_c0_g1	species-specific	-
TRINITY_DN6059_c0_g1	ANG	-
TRINITY_DN605_c1_g1	PAP	-
TRINITY_DN60602_c0_g1	species-specific	-
TRINITY_DN60605_c0_g1	species-specific	-
TRINITY_DN6061_c0_g1	ANG	-
TRINITY_DN60626_c0_g2	PAP	-
TRINITY_DN60629_c0_g1	species-specific	-
TRINITY_DN60636_c0_g1	ANG	-
TRINITY_DN60636_c0_g2	ANG	-
TRINITY_DN6063_c2_g1	ANG	-
TRINITY_DN60640_c0_g1	species-specific	-
TRINITY_DN60672_c0_g1	ANG	-
TRINITY_DN60677_c0_g1	species-specific	-
TRINITY_DN60678_c1_g1	species-specific	-
TRINITY_DN6067_c0_g1	species-specific	-
TRINITY_DN60680_c0_g1	species-specific	-
TRINITY_DN60681_c0_g2	species-specific	-
TRINITY_DN60681_c1_g1	species-specific	-
TRINITY_DN60688_c0_g1	ANG	-
TRINITY_DN6068_c0_g1	ANG	-
TRINITY_DN60691_c0_g1	SPE	-
TRINITY_DN60696_c0_g1	species-specific	-
TRINITY_DN60698_c0_g1	species-specific	-
TRINITY_DN6069_c0_g1	ANG	-
TRINITY_DN6069_c1_g1	ANG	-
TRINITY_DN6069_c1_g4	species-specific	-
TRINITY_DN606_c0_g1	PAP	-
TRINITY_DN6070_c0_g1	PAP	-
TRINITY_DN60712_c0_g1	PAP	-
TRINITY_DN60718_c0_g1	species-specific	-
TRINITY_DN6071_c0_g1	PAP	-
TRINITY_DN60727_c0_g1	species-specific	-
TRINITY_DN60728_c0_g1	ANG	-
TRINITY_DN60731_c0_g1	ANG	-
TRINITY_DN6073_c0_g1	ANG	-
TRINITY_DN60740_c0_g1	ANG	-
TRINITY_DN60743_c0_g1	ANG	-
TRINITY_DN6074_c0_g1	SPE	-
TRINITY_DN6074_c0_g2	SPE	-
TRINITY_DN60752_c0_g1	species-specific	-
TRINITY_DN60753_c0_g1	ROS	-
TRINITY_DN60766_c0_g1	ANG	-
TRINITY_DN60768_c0_g1	ANG	-
TRINITY_DN6076_c0_g1	ANG	-
TRINITY_DN6077_c0_g1	ANG	-
TRINITY_DN6078_c1_g1	ANG	UP
TRINITY_DN6079_c0_g1	SPE	-
TRINITY_DN607_c4_g1	ANG	-
TRINITY_DN60801_c0_g1	species-specific	-
TRINITY_DN60806_c0_g1	SPE	-
TRINITY_DN6080_c0_g1	ANG	-
TRINITY_DN60822_c0_g1	species-specific	-
TRINITY_DN60825_c0_g1	species-specific	-
TRINITY_DN6082_c0_g1	ANG	-
TRINITY_DN60832_c0_g1	species-specific	-
TRINITY_DN6083_c0_g1	ANG	DN
TRINITY_DN60852_c0_g1	ANG	-
TRINITY_DN60852_c0_g2	ANG	-
TRINITY_DN60854_c0_g1	ANG	-
TRINITY_DN60858_c0_g1	species-specific	-
TRINITY_DN6085_c0_g1	ANG	-
TRINITY_DN6086_c0_g1	ANG	-
TRINITY_DN6086_c0_g2	ANG	-
TRINITY_DN6086_c0_g3	ANG	-
TRINITY_DN6086_c0_g4	ANG	-
TRINITY_DN6086_c0_g5	ANG	-
TRINITY_DN6087_c0_g1	ANG	-
TRINITY_DN60880_c0_g1	species-specific	-
TRINITY_DN60886_c0_g1	PAP	-
TRINITY_DN60887_c0_g1	species-specific	-
TRINITY_DN6088_c0_g2	ANG	-
TRINITY_DN60895_c0_g1	ANG	-
TRINITY_DN608_c0_g1	ANG	-
TRINITY_DN60902_c0_g1	ANG	-
TRINITY_DN60906_c0_g1	species-specific	-
TRINITY_DN6090_c2_g1	ANG	-
TRINITY_DN60910_c0_g2	ANG	-
TRINITY_DN60912_c0_g1	species-specific	-
TRINITY_DN6091_c0_g1	ANG	-
TRINITY_DN60926_c0_g1	ANG	-
TRINITY_DN60929_c0_g1	ANG	-
TRINITY_DN6092_c0_g1	SPE	-
TRINITY_DN60933_c0_g1	species-specific	-
TRINITY_DN60939_c0_g1	species-specific	-
TRINITY_DN6093_c0_g1	SPE	-
TRINITY_DN60942_c0_g1	species-specific	-
TRINITY_DN60942_c0_g2	species-specific	-
TRINITY_DN60946_c0_g1	species-specific	-
TRINITY_DN6094_c0_g1	species-specific	-
TRINITY_DN60952_c0_g1	ANG	-
TRINITY_DN60968_c0_g2	SPE	-
TRINITY_DN6096_c0_g1	ANG	-
TRINITY_DN60983_c0_g1	species-specific	-
TRINITY_DN60998_c0_g1	species-specific	-
TRINITY_DN6099_c0_g1	ANG	-
TRINITY_DN609_c0_g1	species-specific	-
TRINITY_DN61005_c0_g1	ANG	-
TRINITY_DN6101_c0_g1	SPE	-
TRINITY_DN61021_c0_g1	ANG	-
TRINITY_DN61023_c0_g1	species-specific	-
TRINITY_DN6102_c1_g1	SPE	-
TRINITY_DN6102_c1_g2	SPE	-
TRINITY_DN61031_c0_g1	FAB	-
TRINITY_DN61032_c0_g1	species-specific	-
TRINITY_DN61036_c0_g1	species-specific	-
TRINITY_DN6103_c0_g1	species-specific	-
TRINITY_DN6104_c0_g1	EUD	-
TRINITY_DN61053_c0_g1	EUD	-
TRINITY_DN61055_c0_g1	ANG	-
TRINITY_DN6105_c0_g1	ANG	-
TRINITY_DN6105_c0_g2	ANG	-
TRINITY_DN61065_c0_g1	ANG	-
TRINITY_DN61076_c0_g1	SPE	-
TRINITY_DN61077_c0_g1	PAP	-
TRINITY_DN6107_c0_g1	SPE	-
TRINITY_DN61088_c0_g1	species-specific	-
TRINITY_DN61089_c0_g1	species-specific	-
TRINITY_DN6108_c0_g1	ANG	-
TRINITY_DN6108_c0_g2	ANG	-
TRINITY_DN6108_c1_g1	ANG	-
TRINITY_DN61097_c0_g1	ANG	-
TRINITY_DN6109_c0_g1	ANG	-
TRINITY_DN610_c0_g1	PAP	-
TRINITY_DN610_c0_g2	ANG	-
TRINITY_DN61102_c1_g1	EUD	-
TRINITY_DN61102_c1_g2	SPE	-
TRINITY_DN61102_c1_g3	SPE	-
TRINITY_DN61102_c1_g4	EUD	-
TRINITY_DN61102_c2_g1	ANG	-
TRINITY_DN61103_c0_g1	species-specific	-
TRINITY_DN61117_c0_g1	species-specific	-
TRINITY_DN61122_c0_g1	species-specific	-
TRINITY_DN6112_c0_g2	species-specific	-
TRINITY_DN61130_c0_g1	ANG	-
TRINITY_DN6113_c1_g1	species-specific	-
TRINITY_DN61146_c0_g2	PAP	-
TRINITY_DN61158_c0_g1	ANG	-
TRINITY_DN6115_c0_g1	ANG	-
TRINITY_DN6115_c0_g2	ANG	-
TRINITY_DN61173_c0_g2	ANG	-
TRINITY_DN61176_c0_g1	ANG	-
TRINITY_DN61178_c0_g2	ANG	-
TRINITY_DN61178_c0_g3	ANG	-
TRINITY_DN61178_c0_g4	ANG	-
TRINITY_DN61178_c1_g1	ANG	-
TRINITY_DN61178_c2_g1	ANG	-
TRINITY_DN6117_c0_g2	ANG	-
TRINITY_DN61182_c0_g1	ANG	-
TRINITY_DN61184_c0_g1	species-specific	-
TRINITY_DN6118_c0_g1	ANG	-
TRINITY_DN61192_c0_g1	species-specific	-
TRINITY_DN61200_c0_g1	species-specific	-
TRINITY_DN6120_c0_g1	ANG	-
TRINITY_DN61218_c0_g1	species-specific	-
TRINITY_DN6121_c0_g1	ANG	-
TRINITY_DN61226_c0_g1	PAP	-
TRINITY_DN6122_c0_g1	ANG	-
TRINITY_DN6123_c0_g1	ROS	-
TRINITY_DN61242_c0_g1	PAP	-
TRINITY_DN6124_c0_g1	PAP	-
TRINITY_DN6125_c0_g1	EUD	-
TRINITY_DN61266_c0_g1	ANG	-
TRINITY_DN6126_c0_g1	ANG	-
TRINITY_DN6127_c0_g1	SPE	-
TRINITY_DN6128_c0_g1	SPE	-
TRINITY_DN612_c0_g1	ANG	-
TRINITY_DN612_c0_g2	ANG	-
TRINITY_DN61317_c0_g1	species-specific	-
TRINITY_DN61324_c0_g1	species-specific	-
TRINITY_DN61327_c0_g2	species-specific	-
TRINITY_DN61332_c0_g1	species-specific	-
TRINITY_DN61338_c0_g1	ANG	-
TRINITY_DN61342_c0_g1	ANG	-
TRINITY_DN61367_c0_g1	species-specific	-
TRINITY_DN6136_c0_g1	ANG	-
TRINITY_DN61377_c0_g1	species-specific	-
TRINITY_DN6137_c0_g1	SPE	-
TRINITY_DN61387_c0_g1	SPE	-
TRINITY_DN6138_c0_g1	ANG	-
TRINITY_DN61398_c0_g1	species-specific	-
TRINITY_DN6139_c0_g1	ANG	-
TRINITY_DN613_c0_g1	ANG	-
TRINITY_DN6140_c1_g2	species-specific	-
TRINITY_DN61413_c0_g1	ANG	-
TRINITY_DN6142_c0_g1	SPE	-
TRINITY_DN61445_c0_g1	species-specific	-
TRINITY_DN6144_c0_g1	ANG	-
TRINITY_DN61450_c0_g1	species-specific	-
TRINITY_DN61462_c0_g1	species-specific	-
TRINITY_DN61464_c0_g1	ANG	-
TRINITY_DN6146_c0_g1	ANG	-
TRINITY_DN6147_c0_g1	ANG	-
TRINITY_DN61487_c0_g1	ANG	-
TRINITY_DN61499_c0_g1	species-specific	-
TRINITY_DN6149_c0_g2	ANG	-
TRINITY_DN614_c0_g1	ANG	-
TRINITY_DN61505_c0_g1	PAP	-
TRINITY_DN6150_c0_g1	PAP	-
TRINITY_DN6151_c0_g1	ANG	-
TRINITY_DN6152_c0_g1	ANG	-
TRINITY_DN61530_c0_g1	FAB	-
TRINITY_DN61530_c0_g2	FAB	-
TRINITY_DN61537_c0_g1	EUD	-
TRINITY_DN6153_c0_g1	ANG	-
TRINITY_DN61541_c0_g1	ANG	-
TRINITY_DN6154_c0_g1	ANG	-
TRINITY_DN6154_c0_g2	ANG	-
TRINITY_DN6156_c0_g1	species-specific	-
TRINITY_DN61577_c0_g1	SPE	-
TRINITY_DN61579_c0_g2	species-specific	-
TRINITY_DN61597_c0_g2	species-specific	-
TRINITY_DN615_c0_g1	ANG	-
TRINITY_DN61604_c0_g1	ANG	-
TRINITY_DN61606_c0_g1	species-specific	-
TRINITY_DN6160_c0_g1	ANG	-
TRINITY_DN6160_c0_g2	SPE	-
TRINITY_DN6160_c0_g3	species-specific	-
TRINITY_DN6160_c0_g4	species-specific	-
TRINITY_DN61611_c0_g1	species-specific	-
TRINITY_DN61619_c0_g1	ANG	-
TRINITY_DN6161_c0_g1	ANG	-
TRINITY_DN6161_c0_g2	ANG	-
TRINITY_DN61621_c0_g1	species-specific	-
TRINITY_DN61622_c0_g1	species-specific	-
TRINITY_DN6162_c0_g1	ANG	-
TRINITY_DN6162_c2_g3	ANG	-
TRINITY_DN61630_c0_g1	species-specific	-
TRINITY_DN6163_c1_g1	ANG	-
TRINITY_DN6164_c0_g1	SPE	-
TRINITY_DN61654_c0_g1	ANG	-
TRINITY_DN6166_c0_g1	ANG	-
TRINITY_DN61676_c0_g1	species-specific	-
TRINITY_DN6167_c0_g1	ANG	-
TRINITY_DN61680_c0_g1	ANG	-
TRINITY_DN61691_c0_g1	SPE	-
TRINITY_DN616_c0_g1	ANG	-
TRINITY_DN61708_c0_g1	FAB	-
TRINITY_DN6170_c0_g2	ANG	-
TRINITY_DN61715_c0_g1	species-specific	-
TRINITY_DN6171_c0_g1	SPE	-
TRINITY_DN61739_c0_g1	species-specific	-
TRINITY_DN61739_c1_g1	species-specific	-
TRINITY_DN61739_c1_g2	species-specific	-
TRINITY_DN61739_c3_g1	species-specific	-
TRINITY_DN61741_c0_g1	PAP	-
TRINITY_DN61747_c0_g1	species-specific	-
TRINITY_DN61749_c0_g1	PAP	-
TRINITY_DN61756_c0_g1	species-specific	-
TRINITY_DN6175_c0_g1	SPE	-
TRINITY_DN61765_c0_g2	species-specific	-
TRINITY_DN61769_c0_g1	species-specific	-
TRINITY_DN6176_c0_g1	SPE	-
TRINITY_DN6177_c3_g1	SPE	-
TRINITY_DN61789_c0_g1	species-specific	-
TRINITY_DN6178_c0_g1	ANG	-
TRINITY_DN6179_c0_g4	species-specific	-
TRINITY_DN617_c0_g1	PAP	-
TRINITY_DN61802_c0_g1	ANG	-
TRINITY_DN61805_c0_g1	ANG	-
TRINITY_DN6180_c0_g1	ANG	-
